content,rating,class,processed_content,processed_content_wt
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Hsd còn lâu, giá cũng OK hơn so với những shop khác, giao hàng lâu",5,2,hsd giá shop hàng,hsd giá shop hàng
ok,5,2,,
Chất lượng ổn.,3,1,chất ổn,chất ổn
goi hang mat Tham my,1,0,,
"Chuyên nghiệp, thân thiện.",5,2,chuyên nghiệp thân thiện,chuyên_nghiệp thân_thiện
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả. Đóng gói kỹ lưỡng. Giá tốt.,5,2,đẹp mô tả đóng gói kỹ lưỡng giá tốt,đẹp mô_tả đóng_gói kỹ_lưỡng giá tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Nhân viên giao hàng nhiệt tình",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình nhân viên hàng nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình nhân_viên hàng nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Gửi sản phẩm/vé dịch vụ nhanh. hàng đẹp, nhưng hơi mỏng chắc pải thay thường xuyên. nhưng k sao nhóc nhà minh hơi hơi là pải thay rồi . chúc shop đắt khách",5,2,gửi sản phẩm vé dịch vụ hàng đẹp hơi mỏng pải xuyên không nhóc hơi hơi pải chúc shop đắt,gửi sản_phẩm vé dịch_vụ hàng đẹp hơi mỏng pải xuyên không nhóc hơi hơi pải_chúc shop đắt
"Hài lòng với shop nè, hết ủng hộ tiếp",5,2,hài shop nè ủng hộ tiếp,hài_shop nè ủng_hộ tiếp
"Hàng mới, chính hãng. sẽ ủng hộ tiếp",5,2,hàng hãng ủng hộ tiếp,hàng hãng ủng_hộ tiếp
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shipper tận tâm",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình shipper tận tâm,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình shipper tận_tâm
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Shipper tận tâm",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình shipper tận tâm,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình shipper tận_tâm
sản phẩm tốt. shop phục vụ nhiệt tình,5,2,sản phẩm tốt shop phục vụ nhiệt tình,sản_phẩm tốt_shop phục_vụ nhiệt_tình
sản phẩm đảm bảo chất lượng. Đã mua và sử dụng rất nhiều,5,2,sản phẩm đảm bảo chất sử dụng,sản_phẩm đảm_bảo chất sử_dụng
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt.,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop phục vụ tốt,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop phục_vụ tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Dc,4,2,,
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Gửi sản phẩm/vé dịch vụ nhanh.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt shop tư vấn hướng cực kỳ nhiệt tình gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt_shop tư_vấn hướng cực_kỳ nhiệt_tình gửi sản_phẩm vé dịch_vụ
"Giao hàng nhanh, đúng mô tả.",5,2,hàng mô tả,hàng mô_tả
"Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đóng gói kỹ lưỡng giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. nay toi moi sd chua biet dc hay k nhung van ung ho shop",5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình không shop,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình không shop
Chất lượng tốt. vải ok nhưng shop này giao hàng chậm mà nt tư vấn hỏi về đồ thì ko tl,4,2,chất tốt vải shop hàng chậm tư vấn đồ không,chất tốt vải shop hàng chậm tư_vấn đồ không
"quần đẹp tốt, shop thân thiện, tu vấn nhiệt tình, tiếp tục ủng hộ shop",5,2,quần đẹp tốt shop thân thiện vấn nhiệt tình tiếp tục ủng hộ shop,quần đẹp tốt shop thân_thiện_vấn nhiệt_tình tiếp_tục ủng_hộ shop
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt. Hang rat dep chuc sop luon luon giu uy tin vay nhe chuc sop ngay cang phat trien nhieu Hon the nua OK,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop phục vụ tốt sop sop,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop phục_vụ tốt sop sop
Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt.,5,2,đẹp mô tả chất tuyệt vời giá tốt,đẹp mô_tả chất tuyệt_vời giá tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sẽ ủng hộ tiếp",5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình ủng hộ tiếp,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình ủng_hộ tiếp
"Chuyên nghiệp, thân thiện. hàng tốt,giá rẻ",5,2,chuyên nghiệp thân thiện hàng tốt giá rẻ,chuyên_nghiệp thân_thiện hàng tốt giá rẻ
Đẹp như mô tả. ok nhé,5,2,đẹp mô tả,đẹp mô_tả
Giao hàng tạm ổn. tè bãi ướt đẫm ? hủy k đc cố lấy,3,1,hàng tạm ổn tè bãi ướt đẫm hủy không cố,hàng tạm ổn tè bãi ướt_đẫm hủy không cố
"Giao hàng nhanh bất ngờ. hàng ok. bé mặc đc khoảng 1,5 đến 2 giờ đồng hồ.",5,2,hàng bất ngờ hàng bé mặc đồng hồ,hàng bất_ngờ hàng bé mặc đồng_hồ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sẽ ủng hộ tiếp",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình ủng hộ tiếp,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình ủng_hộ tiếp
"Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đóng gói kỹ lưỡng chất tuyệt vời hàng bất ngờ,chuyên_nghiệp thân_thiện đóng_gói kỹ_lưỡng chất tuyệt_vời hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Gửi sản phẩm/vé dịch vụ nhanh. hàng ok đóng gói kỹ a ship hàng thân thiện.sẽ tiếp tục tiếp tục ủng hộ sendo,5,2,gửi sản phẩm vé dịch vụ hàng đóng gói kỹ hàng hàng thân thiện tiếp tục tiếp tục ủng hộ sendo,gửi sản_phẩm vé dịch_vụ hàng đóng_gói kỹ hàng hàng thân_thiện tiếp_tục tiếp_tục ủng_hộ sendo
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Gửi sản phẩm/vé dịch vụ nhanh. Sản phẩm ok, hình như mình mua rất nhiều lần của Shop này rồi.",5,2,gửi sản phẩm vé dịch vụ sản phẩm hình shop,gửi sản_phẩm vé dịch_vụ sản_phẩm hình_shop
dùng mô tả,4,2,mô tả,mô_tả
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Chất lượng tuyệt vời. Giao hàng nhanh bất ngờ.,5,2,chất tuyệt vời hàng bất ngờ,chất tuyệt_vời hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
